nct_id,brief_title,why_stopped,brief_summary,detailed_description
NCT04313179,Music Therapy for Pain Management for Minor Procedures in Neonates.,COVID-19 pandemic prevented further enrollment. Interim analysis showed adequate power achieved.,The aim of this study is to assess the effectiveness and safety of music therapy as adjuvant therapy for pain management in newborns undergoing minor painful procedures. It is a prospective study and we plan to enroll 200 healthy full term newborns undergoing minor procedures (heel pricks). They will be randomly assigned to either control or music group. Those in music group will receive recorded Mozart lullaby music. Pain will be assessed using NIPS (Neonatal Infant Pain Scale) scoring tool. The potential benefit of the study would be identifying music a safe and efficient adjuvant therapy for pain management in newborns.,"This randomized, controlled, double blinded, clinical trial will include full term neonates undergoing painful minor procedures (heel pricks) in the Nursery unit of Lincoln Medical and Mental Health Center.~One of the investigators involved in the study will obtain consent from the legal guardian and enroll the participants. All infants, regardless of the group that they are assigned, will receive similar standard non-pharmacologic method of pain relief which is 0.5 ml of 24% Sucrose, 2 minutes before undergoing heel prick. Pacifiers will be avoided to avoid potential confounding.~Subjects will be randomized into two different groups. Group A, music intervention group and group B, control group. In the music intervention group, a recorded instrumental lullaby music track called Deep Sleep from Bedtime Mozart: Classical Lullabies for Babies, will be played for the neonates through smart phone speakers (maximum sound up to 60 A dB), starting 20 minutes before the heel prick, continuing through the procedure and for 5 minutes after the procedure. This music track has been selected based on previous research studies that showed effectiveness in neonatal pain management.~An investigator involved in the study will place the baby in a bassinet in a quite, dim lighted room. He/She will play the music for those babies in the music group and will NOT assess the NIPS. Another investigator wearing active noise cancelling Bluetooth headphones (for blinding) will enter the room at 5 minutes prior to the procedure and assess the NIPS at appropriate intervals: 5 minutes prior and at 1-minute interval during and after the procedure for 5 minutes. NIPS will be compared using appropriate statistical methods."
NCT03273257,Riociguat in Patients With Operable CTEPH Prior to Pulmonary Endarterectomy (PEA Bridging Study),"The study was stopped due to slower than expected recruitment and the additional limitations on clinical research imposed by the COVID-19 pandemic, both of which made study completion within a reasonable timeframe appear unlikely.","This is a randomised, double-blind, placebo-controlled, multicentre, multinational, prospective study in patients with operable chronic thromboembolic pulmonary hypertension (CTEPH) prior to pulmonary endarterectomy (PEA) with high preoperative pulmonary vascular resistance (PVR). Patients will be randomised in a 1:1 ratio to receive riociguat or matching placebo for 3 months before undergoing PEA. The primary objective of this study is to assess the efficacy of riociguat on preoperative PVR compared to placebo in patients with operable CTEPH.",
NCT04672980,RTX-321 Monotherapy in Patients With HPV 16+ Tumors,"The Sponsor terminated study after dosing 3 dose groups (9 pts) and closed trial on 11/30/22. RTX-321 was well-tolerated with no DLTs, no related deaths, SAEs or Gr. 3/4 AEs and cleared from circulation rapidly (w/in 10 min).","This is an open-label, multicenter, multiple-ascending dose, FIH, Phase 1 study of RTX-321 for the treatment of patients that are HLA-A\*02:01 positive with persistent, recurrent, or metastatic, unresectable, HPV 16+ cancers.","This is a Phase 1, open label, multicenter, multidose, first-in-human (FIH) dose escalation and expansion to determine the safety and tolerability, recommended phase 2 dose and pharmacology, and antitumor activity of RTX-321 in adult patients with persistent, recurrent, or metastatic, unresectable cervical cancer (squamous, adeno, or adenosquamous histology), HNSCC, or squamous cell cancer of the anal canal that is not amenable to curative therapy. Prior to study screening, all patients must be confirmed to be HLA-A\*02:01 positive. Documentation of an HPV 16+ tumor is required at prescreening for patients with cervical cancer and HNSCC. RTX-321 is a cellular therapy that expresses 4-1BBL, IL-12, and HPV-16 Antigen with the goal of harnessing the innate and adaptive immune systems for the treatment of cancer. The study will include a monotherapy dose escalation phase followed by an expansion phase."
NCT03089697,Phase IIa Clinical Study of N-Rephasin® SAL200,Enrollment into this study was terminated by the Sponsor prior to completion for strategic reasons.,"This study is performed to evaluate safety and to explore the efficacy of a single intravenous dose of N-Rephasin® SAL200 (3 mg/kg) in addition to the conventional standard treatment, for persistent Staphylococcus aureus bacteremia in patients, for more than 48 hours even after antibiotic treatment to which Staphylococcus aureus is susceptible.","Subjects:~Patients with persistent Staphylococcus aureus bacteremia for more than 48 hours from the beginning of antibiotics treatment to which Staphylococcus aureus is susceptible.~Study Method:~1. Selection of patients with persistent S.aureus bacteremia for more than 48 hours even after application of the standard treatment for S. aureus bacteremia~2. Randomization according to the trial institutions~3. The control group receives a single intravenous dose of the placebo in addition to the standard treatment for persistent Staphylococcus aureus bacteremia~4. The study group receives a single intravenous dose of the N-Rephasin® SAL200 (3 mg/kg) in addition to the standard treatment for persistent Staphylococcus aureus bacteremia~5. A blood culture is performed 18 hours (±6 hours) after the administration of N-Rephasin® SAL200~6. Blood cultures continue to be performed every 24 hours (±6 hours) or 48 hours (±6 hours) after the previous blood culture, until two consecutive results of 'no growth (negative conversion)' are obtained~7. Adverse events are monitored at the time of the first blood culture following the administration of N-Rephasin® SAL200 or placebo, and at the subsequent intervals of 24 hours or 48 hours~Statistical Analysis:~1. Primary endpoints~   * Safety analysis is conducted in the Safety group. A distribution table of patients who experience at least one adverse event (incidence), and distribution tables of the relationship of the reported adverse events with the investigational product (distribution tables for severity and the relationship with the drug) are presented with respect to the groups (study group, control group), to determine safety of the investigational product.~  * The results of the laboratory tests, anaphylaxis test, inflammatory cytokine test and vital signs at baseline and the last visit are summarized as mean values and standard deviations, to determine the change before and after the treatment within each group.~  * Categorical data are divided into normal and abnormal, and summarized as the frequency and percentage to determine the difference before and after treatment within each group.~2. Secondary endpoints~   * Proportion of patients who are negative for bacterial growth in the first blood culture after administration of the investigational drug. The descriptive statistics for the proportion of patients who are negative for bacterial growth in the first blood culture (the rate of no growth) after the first treatment are presented by treatment group. Whether the rate of no growth is superior in the study group compared to the control group, is evaluated by a descriptive statistical method.~  * Proportion of patients who die due to S. aureus bacteremia by Day14 after the incidence of bacteremia. The descriptive statistics for the proportion of patients who die due to S. aureus bacteremia by Day14 are presented by treatment group and evaluated.~  * Proportion of treatment failure for S. aureus bacteremia by Day 14 (if two consecutive results of 'no growth' are not achieved in the blood cultures which are performed until Day 14. The descriptive statistics for the proportion of treatment failure for S. aureus bacteremia by Day 14 are presented and evaluated."
NCT02072057,Study of Ruxolitinib in the Treatment of Cachexia in Patients With Tumor-Associated Chronic Wasting Diseases.,Poor recruiting,"The aim of this study is to investigate the effects and safety of Ruxolitinib, a Janus kinase 1 (JAK1) and Janus kinase 2 (JAK2) inhibitor for the treatment of tumor-associated cachexia in chronic wasting diseases.","Cachexia is a multifactorial syndrome characterized by tissue wasting, loss of body weight, particularly of lean body (muscle) mass (LBM) and to a lesser extent adipose tissue, metabolic alterations, fatigue, reduced performance status, and very often accompanied by anorexia leading to a reduced food intake. Cachexia accompanies the end stage of many chronic diseases and especially cancer and therefore is also termed cancer-related anorexia/cachexia syndrome (CACS). Clinically, cachexia is defined as an unintentional 5% resp. 10% loss of body weight over a 6-month resp. 12-month period that is directly associated with an underlying disease. The progressive loss of adipose tissue and skeletal muscle despite adequate feeding results in weakness, reduced ambulation, diminished quality of life, poor response to therapy, and often death due to respiratory failure or infection. At the time of cancer diagnosis, 80% of patients with upper gastrointestinal cancers and 60% of patients with lung cancer have already had substantial weight loss. Currently, there are no approved effective treatments for the treatment of cachexia. Understanding the molecular mechanisms responsible for muscle wasting is necessary to develop targeted therapies that play a central role in signal transduction initiated by cytokines (e.g., interleukin and interferon signaling), growth factors, and hormones for these most vulnerable patients. Key features of CACS are increased resting energy expenditure (REE), increased levels of circulating factors produced by the host immune system in response to the tumor, such as proinflammatory cytokines, or by the tumor itself, such as proteolysis-inducing factor. Inflammation is a unifying mechanism for the entire cluster of sickness behaviours (asthenia, increased slow-wave sleep, mood alteration, lethargy, depression, anorexia, fever, anhedonia, cognitive impairment, hyperalgesia and decreased social interaction), including lipolysis and muscle proteolysis. Inflammation is generated in the brain, by the tumor, by tissues in the locale of the tumor and by a diversity of host cells including skeletal muscle, adipose tissue, cells of the immune system, and liver. The specific identity of the inflammation mediators participating in cancer cachexia is emerging. Both host and tumor-derived factors have been shown experimentally to contribute to muscle wasting. There is evidence that a chronic, low-grade, tumor-induced activation of the host immune system, which shares numerous characteristics with the acute-phase response found after major traumatic events, septic shock or chronic inflammatory diseases with an excessive production of proinflammatory cytokines, is involved in CACS. Proinflammatory cytokines interleukin (IL)-1, IL-6, and tumor necrosis factor-alfa (TNF-a) play a central role in the pathophysiology of CACS, although the mechanisms by which they might induce muscle wasting are unknown. A goal of anorexia-cachexia therapy is to interfere with these responses to inflammation and so to restore positive energy balance and to promote the gain of skeletal muscle mass. Understanding the specific management of the initiating inflammatory pathways is crucial to that end. Recently a study reported that a Signal Transducers and Activators of Transcription (STAT) protein (STAT3) activation is a common feature of muscle wasting, activated in muscle by IL-6 in vivo and in vitro, by different types of cancer, and by sterile sepsis. Moreover, STAT3 activation is necessary and sufficient for causing muscle wasting. Conversely, the same authors showed that inhibiting STAT3 pharmacologically with Janus kinase (JAK) or STAT3 inhibitors or genetically reduced muscle atrophy downstream of IL-6 or cancer. Epidemiological studies suggest that as many as 25% of all cancers may be due to chronic inflammation. The connection between inflammation and cancer consists of an extrinsic pathway, driven by inflammatory conditions that increase cancer risk, and an intrinsic pathway, driven by oncogenic alterations that result in creation of an inflammatory microenvironment that resolves in neoplasias. Immune cells play key roles in connecting inflammation and cancer by producing various growth or angiogenic factors, proteinases, chemokines, and cytokines that create a pro-inflammatory tumor microenvironment. This milieu stimulates cell migration, proliferation, survival, angiogenesis, and metastasis, and facilitates the subversion of adaptive immunity, thus favoring cancer progression.~These theoretical considerations as well as pharmacological results and data from animal models indicated that the JAK/STAT pathway is a primary mediator of muscle wasting in cancer cachexia and other conditions of high IL-6 family signaling. Thus JAK/STAT pathway could represent a novel therapeutic target for the preservation of skeletal muscle in cachexia. On the basis of this rationale, we want to carry out an open label phase II study with the aim of testing the efficacy and safety of a treatment based on a pharmacologic inhibition of the JAK/STAT3 pathway with Ruxolitinib in patients with CACS. Ruxolitinib represents a novel orally bioavailable, potent, and selective inhibitor of JAK1 and JAK2 developed primarily for the treatment of Myeloproliferative Neoplasms (MPNs). A key feature of MPNs is the dysregulation of JAK/STAT signaling."
NCT02214316,IVF in Pediatric Concussion,,Children with concussion may improve with intravenous fluids.,
NCT02442102,PReventing the EffectS of Intubation on DEglutition,slow recruitment,"An early intervention for swallowing disorders (i.e., dysphagia) during endotracheal intubation may improve patient outcomes. The investigators propose treatment sessions targeting sensorimotor integration, strength, and range of motion during oral endotracheal intubation with mechanical ventilation to reduce or prevent dysphagia and aspiration (food or liquids entering the airway), establish a solid foundation in understanding reasons for swallowing impairment after extubation from mechanical ventilation and learn new methods to reduce or prevent these problems.","The overall goals of this study are to evaluate patients with acute respiratory failure from the time they are orally intubated in the ICU to: 1) investigate tongue weakness and other pathophysiological aspects of dysphagia, and 2) evaluate, in a Phase II clinical trial, a novel, multimodal, sensorimotor intervention conducted during intubation to reduce or prevent dysphagia after extubation. Patients who are expected to be intubated with mechanical ventilation for \>96 hours will be consecutively enrolled shortly after intubation. Laryngeal function, tongue strength, swallowing pathophysiology, and breathing-swallowing coordination will be evaluated with valid and reliable standardized measures. While orally intubated, patients in the treatment group will receive a novel, early, sensorimotor intervention for 60-minutes daily, 5 times per week, targeting improved swallowing physiology and kinematics to reduce aspiration and dysphagia. These daily sessions will continue until the completion of a modified barium swallow study conducted within approximately 2 days after extubation, and thereafter standard clinical care will resume. Patients in the control group will receive standard clinical care during intubation and throughout their hospital stay. All patients will be followed to hospital discharge to determine the pathophysiological and clinical impact of the proposed intervention. Knowledge from this study will provide important data for this novel intervention and provide a critical foundation for understanding the physiological mechanisms of dysphagia and aspiration after intubation in patients with acute respiratory failure. With success, this investigation will help shift clinical practice patterns to consider early intervention with the goal of reducing the frequency and severity of swallowing impairment leading to aspiration and additional medical complications."
NCT01756053,Effects of ABT-089 on Smoking Abstinence Symptoms and Reward,Trial discontinued based on the results of an interim futility analysis.,"This Phase IIa within-subject, cross-over pilot study will evaluate the effects of ABT-089 (an experimental medication not approved by the FDA) when administered as 40mg oral once daily dose for 10 days, compared to placebo, on the following: abstinence-induced cognitive deficits, smoking withdrawal, smoking urges, smoking reward, and a brief, monitored quit attempt (\~4 days). The key cognitive domains include: working memory, sustained attention, and response inhibition.","This is a single-site, phase IIa, double-blind, within-subject, cross-over, human laboratory study. Subjects will be healthy, treatment-seeking female and male adult smokers, ages 18 to 65 years old. Subjects deemed eligible for participation after an Intake Visit (\~Day -7) will complete baseline assessments and receive period 1 medication (ABT-089 or placebo) at the Baseline Visit (Day 0). Subjects will take 40mg of ABT-089 or placebo, based on random assignment, every day for two identical 10-day study treatment periods.~Subjects will begin period 1 study medication on Day 1. On Days 3 and 5, subjects will complete in-clinic medication run-up and monitoring assessments. On Day 5, subjects will begin a \~24-hour period of mandatory abstinence from smoking. Day 6 is conducted in two parts. Part 1 will consist of confirmation of smoking abstinence, testing for abstinence-induced cognitive deficits and the collection of subjective assessments. Part 2 will begin with a programmed smoking lapse, after which the subjective rewarding value of the programmed lapse cigarette will be assessed. Before leaving the clinic on Day 6, subjects will receive brief cessation counseling and be instructed to try to remain abstinent from 10pm that evening until after the final Observation Visit on Day 10.~During the \~4-day monitored abstinence/observation phase, subjects will complete in-clinic observation visits (subjective assessments, medication adherence, etc.) on Days 7, 8, and 10.~After a \~3-week medication washout period and Period 2 Medication Pick-up Visit on \~Day 31, subjects will begin study medication (either ABT-089 or placebo; but will always be the opposite of the assigned study medication in period 1) and participate in period 2 of the study following the same procedures as period 1."
NCT01009931,Phase II Study of TPA Plus Dexamethasone & CMT in Hematologic Malignancies,Study was terminated early due to lack of experimental medication (supply issues),This phase II trial is studying the side effects and how well giving tetradecanoylphorbol acetate together with dexamethasone and choline magnesium trisalicylate works in treating patients with relapsed or refractory acute myeloid leukemia.,
NCT02586909,12-Month Open-Label Extension Study of Intepirdine (RVT-101) in Subjects With Alzheimer's Disease: MINDSET Extension,Intepirdine did't meet primary efficacy endpoints in lead-in study RVT-101-3001,"This 12-month open-label study will provide further information regarding the long-term safety and tolerability of intepirdine (RVT-101) for subjects with Alzheimer's disease who have completed the double-blind, placebo-controlled, lead-in study RVT-101-3001 (double-blind study).","This 12-month open-label study will provide further information regarding the long-term safety and tolerability of intepirdine (RVT-101) for subjects with Alzheimer's disease who have completed the double-blind, placebo-controlled, lead-in study RVT-101-3001. Various background therapies, including acetylcholinesterase inhibitors and memantine, will be allowed."
NCT02904200,Clinical Investigation of Two Different Wound Dressings,,"The primary objective of this investigation is to evaluate changes on Peri-Wound skin from baseline to termination when using two different wound dressings~The secondary objectives are to evaluate pain before, during, and after dressing removal from baseline to termination","A prospective randomized clinical investigation will be conducted at two sites in Sweden.~Male or female, 18 years or older with following wound types:~* traumatic, surgical or dehisced wounds,~* venous leg ulcer or pressure ulcer will be included into the clinical investigation.~  32 evaluated subjects (i:e 16 subjects per arm) will be followed during maximum three weeks. The treatment arm (either silicon adhesive dressing or acrylic adhesive dressing). Patients will be randomized using optimal allocation (minimization) balancing for the following baseline variables type of skin (normal/dry/flaky/oily/moist) and age. Eligible patients will be randomized to receive either silicon adhesive dressing or acrylic adhesive dressing in a ratio of 1:1 provided."
NCT02116660,"Evaluation of Renal Function, Efficacy, and Safety When Switching From Tenofovir/Emtricitabine Plus a Protease Inhibitor/Ritonavir, to a Combination of Raltegravir (MK-0518) Plus Nevirapine Plus Lamivudine in HIV-1 Participants With Suppressed Viremia and Impaired Renal Function (MK-0518-284)",This study was terminated early due to poor recruitment.,"To evaluate changes in renal function, efficacy, and safety when switching from a combination of tenofovir/emtricitabine (TDF/FTC) plus a protease inhibitor/ritonavir (PI/r) to a combination of raltegravir (MK-0518) plus nevirapine plus lamivudine in human immunodeficiency virus (HIV)-1 infected participants with suppressed viremia and impaired renal function.",
NCT01377311,The Application of Cultured Cornea Stem Cells in Patients Suffering From Corneal Stem Cell Insufficiency,We didn't use this tech in patient.,Name of the project：The application of cornea stem cells cultured on amniotic membrane in patients suffering from corneal stem cell insufficiency~Purpose: To develop the technique of using ex vivo expansion of autologous limbal stem cell cultured on amniotic membrane for treatment of patients suffering from limbal stem cell insufficiency,"Materials and Methods:~1. Patients suffering from unilateral limbal stem cell insufficiency will be chosen. Make sure those volunteers understand the benefits and risk factors of the operation.~2. Prepare human amniotic membrane, and culture the membrane at37°C，5% CO2，95% room air.~3. One month before transplantation, take 1-2mm2 of limbal tissues from the healthy eye, and culture the limbal tissue on amniotic membrane with 1.5 ml supplemental hormonal epithelial medium (in 5%的 fetal calf serum)~4. Keep culturing the cells in Dulbecco's modified Eagle's medium/Ham's F12 (1:1 ratio), added with 5 % dimethyl sulfoxide, 2 mg/ml human epidermal growth factor ,5 ug/ml insulin, 0.5 ug/ml hydrocortisone, 50 ug/ml gentamicin, 1.25 ug/ml amphotericin B, 5% autoserum。Two to three weeks later, transplantation will be performed after the cells reaches 2-3 cm2~5. Remove the abnormal surface tissue on the lesion cornea, transplant the amniotic membrane with cultured limbal stem cells on the denuded cornea. Cover with contact lens after operation, and apply topical antibiotics and steroids.~6. Postoperatively, observe the patients for one week. After discharge, follow up the patients one week, two week, one month, two months, three months, six months and one year later.~7. Pictures will be taken and the extent of corneal epithelium regeneration, visual acuity, and complications will be recorded during follow-up visits.~8. The investigators plan to collect 20 patients from 1 July,2007 to 30, June, 2010"
NCT00605384,A Phase IIIb Study to Compare Entecavir Plus Tenofovir vs. Adefovir Added to Continuing Lamivudine Therapy in Adult Patients With Lamivudine-Resistant Hepatitis B Infection,Business Objectives Have Changed,The purpose of this clinical research study is to find out whether a combination of entecavir (ETV) plus tenofovir (TNF) works better against Hepatitis B virus than adefovir (ADV) added to continuing lamivudine (LVD) therapy in patients whose Hepatitis B virus (HBV) is resistant against lamivudine. The safety of this treatment will also be studied.,
NCT02671084,Sevoflurane and Percutaneous Coronary Intervention by Stent,interim analysis suggests futility,"Increase in CK-MB after percutaneous coronary angioplasty more than 100% of baseline can represents a problem to the patients resulting in increase of morbidity and mortality.~Patients submitted of coronary angioplasty procedures can release in varying degrees of creatine kinase, MB isoform (CK - MB), on the order of 30% of all angioplasty.~Possibly patients who will receive sevoflurane experience a higher level of cardiac cell protection with lower incidence in the release of CK - MB values in excess of 100% baseline.","Several published clinical studies have shown the benefit of using inhaled anesthetic agents in patients undergoing coronary artery bypass graft(CABG). These benefits involve functional state of the heart and reduction damage to the organ. These events are related to intracellular phenomena that result in intracellular calcium homeostasis giving physical and functional benefits to the heart. Also disclosed is a modulation of the inflammatory response to endothelial level with resulting protective character to the coronary bed.~Patients submitted of coronary angioplasty procedures can release in varying degrees of creatine kinase, MB isoform (CK - MB), on the order of 30% of all angioplasty. Even in smaller increases than 3 times baseline, a criterion that defines myocardial infarction, clinical impact can already be found. Increase in CK-MB more than 100% of baseline can represents a problem to the patients. This elevation of CK - MB is associated with various factors such as age, characteristic of the lesion, clinical status of the patient, inferring that endovascular procedures of coronary, simple or complex, have associated myocardial damage, which depending on the intensity of the damage, results in increased morbidity and mortality.~BACKGROUND AND OBJECTIVES:~Check for reduction in the percentage of patients that release CK -MB at levels above the 100% baseline in patients anesthetized with sevoflurane compared to the control group. Possibly patients who will receive sevoflurane experience a higher level of cardiac cell protection with lower incidence in the release of CK - MB values in excess of 100% baseline."
NCT03237572,Focused Ultrasound and Pembrolizumab in Metastatic Breast Cancer,Low rate of enrollment,This pilot study evaluates the use of high-intensity focused ultrasound (HIFU) combined with pembrolizumab in patients with metastatic breast cancer. One-half of participants will be randomized to receive the first dose of pembrolizumab after HIFU and one-half of participants will be randomized to receive their first dose of pembrolizumab before HIFU.,
NCT00455429,An Efficacy and Safety Study of JNJ-26113100 in the Treatment of Adult Atopic Dermatitis,The study was stopped due to a non-clinical safety finding.,"The purpose of this study is to evaluate the safety and effectiveness of four dose regimens (pattern of giving treatment) of JNJ-26113100 in the treatment of adult Atopic Dermatitis (\[AD\]; skin rash, inflammation) that is moderate in severity.","This study is a double-blind (neither the researchers nor the participants know what treatment the participant is receiving), randomized (study drug assigned by chance), placebo-controlled (an inactive substance; a pretend treatment \[with no drug in it\] that is compared in a clinical trial with a drug to test if the drug has a real effect), sequential cohort exploratory study to evaluate the safety and effectiveness of JNJ-26113100 in the treatment of adult AD that is moderate in severity, including its effect on inflammatory biomarkers (biological molecule found in blood, other body fluids, or tissues that is a sign of a normal or abnormal process, or of a condition or disease). Participants will be sequentially assigned to 50 milligram (mg) once daily, 100 mg once daily, 100 mg twice daily or 250 mg twice daily cohort and randomly assigned to receive JNJ-26113100 or matching placebo.~The total duration of the study will be approximately 8 weeks. Participants will be asked to follow-up at the end of Week 1, 2, 3, 4, 5 and 6. A study termination visit (Day 57) will be conducted at the end of Week 8. Skin biopsies from atopic dermatitis lesions will be collected during the study to assess changes in the inflammatory disease state. Participants developing flares of their disease may be treated with triamcinolone acetonide 0.1 percent ointment twice daily for up to 7 days. Efficacy will be assessed using Investigator's Global Assessment (IGA), Eczema Area and Severity Index (EASI) and Visual Analog Scale (VAS). Blood and urine samples will be collected for standard safety laboratory tests, to measure the level of drug and effect of the drug on inflammatory biomarkers. Participant's safety will be monitored throughout the study."
NCT02145039,Reduced Intensity Conditioning and Haploidentical Related Bone Marrow for Patients With Hematologic Diseases,Replaced by another study.,"This is a treatment guideline for HLA-Haploidentical hematopoietic stem cell transplant (HSCT) using a reduced intensity conditioning (RIC) regimen. This regimen, consisting of fludarabine, cyclophosphamide and low dose total body irradiation (TBI), is designed for the treatment of patients with advanced and/or high risk diseases.",
NCT00526643,CAPPA-2: Cisplatin Added to Gemcitabine in Poor Performance Advanced NSCLC Patients,scarce enrolment and presentation of positive results of similar study in June 2012.,"The primary objective of this study is to evaluate the impact on overall survival (OS) of the addition of cisplatin to gemcitabine vs gemcitabine alone in patients with advanced NSCLC in poor clinical condition (PS 2), not previously treated.","Performance status is one of the most important prognostic factors for patients with advanced non-small cell lung cancer (NSCLC), regardless of treatment received. Chemotherapy is recommended for advanced NSCLC patients in good clinical condition, but it is not clear how much benefit is gained from giving chemotherapy to patients in poor general condition (performance status 2). This category of patients represents about 20% of all patients at initial diagnosis of NSCLC, and remains a treatment challenge for the clinician. There have been very few studies that have evaluated the impact of chemotherapy for this group of patients, and there is no established standard therapy. Studies evaluating single agent and combination two-agent chemotherapy regimens' impact on survival and improving symptoms are needed."
NCT03669549,Nevanimibe HCl for the Treatment of Classic CAH,"Following an interim data review, further investment in nevanimibe has been discontinued","This is a multicenter, intra-subject dose-titration open-label study of nevanimibe hydrochloride (HCl) for the treatment of classic congenital adrenal hyperplasia (CAH). Following a Screening Period of approximately 2-14 weeks, eligible subjects will enter a Baseline Period of approximately 2-8 weeks and then a 16-week Treatment Period. It is anticipated that the overall duration of the study per subject will range from 24-42 weeks.",
NCT00791089,Effects of Fish Oil on Post Ablation Arrhythmias,unable to secure funding and long term follow up,To determine if peri-operative treatment with omega-3 fatty acids is associated with a decrease in the incidence of early recurrences of atrial arrhythmias (within 30 days) and an improvement in probability of long-term maintenance of sinus rhythm after radiofrequency catheter ablation for Atrial Fibrillation.,"AF is the most prevalent arrhythmia, affecting \>2 million Americans. Antiarrhythmic drug therapy often is ineffective to eliminate recurrent episodes of AF. In recent years radiofrequency catheter ablation has emerged as a highly effective treatment strategy in patients with paroxysmal and chronic AF.6, 7 However, AF may recur within days to weeks after a successful ablation procedure in up to 50% of the patients, probably because of an inflammatory response to thermal injury caused by radiofrequency energy application. These early recurrences of AF after ablation do not necessarily predict long-term clinical outcome and 30-50% of patients who develop early recurrences ultimately remain in sinus rhythm without the need for additional ablation.8 However, early recurrences of AF may be associated with significant morbidity due to troubling symptoms of rapid ventricular rates, multiple hospital visits and cardioversions, need for antiarrhythmic drug therapy and prolongation in duration of anticoagulant therapy. It is also possible that if early recurrences of AF after ablation can be avoided, the probability of remaining in sinus rhythm during long-term follow-up may be higher, as maintenance of sinus rhythm early-on may facilitate reverse left atrial remodeling. A similar phenomenon may occur in post-operative AF, that develops in \~30% of patients who undergo cardiac surgery. Post-operative AF is often transient and usually resolves within 3 months after the surgery. Perioperative treatment with omega-3 fatty acids has been reported to decrease the incidence of postoperative AF after coronary artery by-pass surgery.4 Because the pathogenetic factors that play a role in postoperative AF and early recurrences of AF after radiofrequency catheter ablation may be similar, it is plausible that treatment with omega-3 fatty acids before and after ablation will be associated with a reduction in the incidence of early recurrences of AF."
NCT00255983,A Trial to Evaluate the Efficacy and Safety of Faropenem Medoxomil In the Treatment of Chronic Bronchitis,financial reasons,Identifying the role of antibiotics in the treatment of subjects with a microbiologically documented acute exacerbation of chronic bronchitis (AECB) is the purpose of this clinical trial. The trial has been designed to evaluate the efficacy and safety of faropenem medoxomil versus placebo in the treatment of subjects with microbiologically documented AECB.,"This is a multi-center, multi-national, prospective, randomized, double-blind, placebo-controlled study to evaluate the efficacy and safety/tolerability of faropenem medoxomil versus placebo in the treatment of subjects with a primary diagnosis of AECB. All subjects will have a pre-therapy sputum specimen obtained for culture and susceptibility testing."
NCT03396471,Study of Pembrolizumab and Concurrent Radiation in Patients With Previously Treated Carcinoma of Unknown Primary,Study failed to meet its interim analysis endpoint,Single-arm phase 2 study to examine pembrolizumab and concurrent radiation to induce an abscopal effect in patients with previously treated carcinoma of unknown primary (CUP16-268),"This is a proof-of-principle single-arm phase 2 study in patients with previously treated CUP. All patients receive pembrolizumab combined with Radiation Therapy (RT) to a metastatic site, so as to induce an abscopal tumor response. The treatment combination will be repeated with RT delivery to a second metastatic site in a non-overlapping RT field.~The results will be compared with historical control. The primary endpoint is the confirmed response rate (RR) in a non-irradiated site based on best responding abscopal lesion. This study will also evaluate the following secondary endpoints: RR in a non-irradiated site based on RECIST 1.1, adverse events, progression-free survival (PFS), overall survival (OS), time-to-progression (TTP), and disease control rate (DCR)."
NCT03285308,A Safety and Efficacy Study of Relamorelin in Diabetic Gastroparesis 01,The Relamorelin program is being terminated solely based on a business decision.,This study will evaluate the safety and efficacy of relamorelin compared to placebo in participants with diabetic gastroparesis. Participants will report daily severity scores of their diabetic gastroparesis symptoms.,
NCT00782561,Safety and Pharmacokinetics of FG-3019 in Adolescents and Adults With Focal Segmental Glomerulosclerosis (FSGS),,The purpose of this study is to evaluate the safety and tolerability of FG-3019 administered over 8 weeks to adolescent and adult subjects with steroid-resistant focal segmental glomerulosclerosis (FSGS).,
NCT03768219,"Study to Evaluate APVO210 in Healthy Subjects, Patients With Psoriasis, and Patients With Ulcerative Colitis",Business decision,Phase 1 study in 2 stages with 2 expansion cohorts. The first stage is a single ascending dose (SAD) study of APVO210 in healthy volunteers. The second stage is a multiple ascending dose (MAD) study of APVO210 in healthy volunteers. Two expansion cohorts evaluate multiple doses of APVO210 in psoriasis patients and ulcerative colitis patients.,
NCT03993613,Apotransferrin in Patients With β-thalassemia,no availability of IMP for this study,The aim of the trial is to study the effect of apotransferrin administration in patients suffering from β-thalassemia intermedia in order to restore the erythropoiesis as reflected by enhanced haemoglobin levels or reduced transfusion dependency.,
NCT02316847,"An Open-Label, Safety and Tolerability Study of Chronic Intermittent Use of Diazepam Nasal Spray.",,"This study will assess long-term safety and tolerability of repeat dose diazepam nasal spray in adolescents and adults with cluster seizures, with a focus on potential local effects (changes in nasal mucosa, olfaction, and taste).",
